Agency,Name,Position,Remuneration,Expenses,Year,Sector
Surrey school district,"Mittlestead, Jessica Katrina",Teaching Staff,86826,0,2020/2021,School districts
Surrey school district,"Carrington, Taryne Elizabeth",Teaching Staff,86843,0,2020/2021,School districts
Surrey school district,"Tessier, Craig A.",Teaching Staff,86898,278,2020/2021,School districts
Surrey school district,"Sabell, Alexandria Mandy",Teaching Staff,86959,0,2020/2021,School districts
Surrey school district,"Amenta, Nella Rita",Teaching Staff,86962,0,2020/2021,School districts
Surrey school district,"St. Jean, Vanessa Lynda",Teaching Staff,86962,0,2020/2021,School districts
Surrey school district,"Cheema, Ravijoat Kaur",Teaching Staff,86963,0,2020/2021,School districts
Surrey school district,"Kim, Karen Jennifer",Teaching Staff,86964,0,2020/2021,School districts
Surrey school district,"Minchinton, Heather Patricia",Teaching Staff,87046,0,2020/2021,School districts
Surrey school district,"Tokar, Eugene G.",Teaching Staff,87046,0,2020/2021,School districts
Surrey school district,"Wiebe, Harold V.",Teaching Staff,87058,0,2020/2021,School districts
Surrey school district,"Penner, Darrell N.",Teaching Staff,87059,365,2020/2021,School districts
Surrey school district,"Baird, John Nicholas",Teaching Staff,87067,0,2020/2021,School districts
Surrey school district,"Gill, Cheryl L.",Teaching Staff,87078,0,2020/2021,School districts
Surrey school district,"Howard, Pam",Teaching Staff,87078,0,2020/2021,School districts
Surrey school district,"Eaket, Gillian",Teaching Staff,87079,0,2020/2021,School districts
Surrey school district,"Turner, Stephanie Anne",Teaching Staff,87090,0,2020/2021,School districts
Surrey school district,"Grewal, Rupinder R.",Teaching Staff,87101,0,2020/2021,School districts
Surrey school district,"St. James, Lisa Marie",Teaching Staff,87106,0,2020/2021,School districts
Surrey school district,"Alvarado Cruz, Jacqueline Guad",Teaching Staff,87122,0,2020/2021,School districts
Surrey school district,"Balanuik, Stephen Daryl",Teaching Staff,87122,0,2020/2021,School districts
Surrey school district,"Gowan, Trina Lee",Teaching Staff,87122,0,2020/2021,School districts
Surrey school district,"Sullivan, Ashlee Ann",Teaching Staff,87122,0,2020/2021,School districts
Surrey school district,"Ahluwalia, Herjote Kaur",Teaching Staff,87123,0,2020/2021,School districts
Surrey school district,"Hurt, Heather",Teaching Staff,87146,0,2020/2021,School districts
Surrey school district,"Hussain, Naheed",Teaching Staff,87153,0,2020/2021,School districts
Surrey school district,"Webber, Theresa Victoria",Teaching Staff,87174,0,2020/2021,School districts
Surrey school district,"Cordeiro Lutz, Meagan Katrina",Teaching Staff,87185,0,2020/2021,School districts
Surrey school district,"Dhaliwal, Harmanjit Singh",Excluded Staff(On Mun.Pension),87238,0,2020/2021,School districts
Surrey school district,"Rentmeester, Nicole Jennifer",Excluded Staff(On Mun.Pension),87238,2737,2020/2021,School districts
Surrey school district,"Reyes, Jacqueline Kate",Teaching Staff,87239,0,2020/2021,School districts
Surrey school district,"Smith, David Lowell",Teaching Staff,87262,0,2020/2021,School districts
Surrey school district,"Sharda, Suparsha D",Teaching Staff,87282,0,2020/2021,School districts
Surrey school district,"Vermeulen, Yvonne Audrey",Teaching Staff,87339,0,2020/2021,School districts
Surrey school district,"Donohue, Carrie Ann",Teaching Staff,87353,0,2020/2021,School districts
Surrey school district,"Geary, Raylyn Christina",Teaching Staff,87372,0,2020/2021,School districts
Surrey school district,"Alcock, Daniel Robert",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Driedger, Trevor Clarke",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Fjermestad, Lisa A",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Gill, Raj K",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Hernstedt, Silvy Isabel",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Jackson, Grace L",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Matsumura, Lindsay Samantha M",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Milic, Susan",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Nguyen, Tan P.",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Passier, Marie Jeannette",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Rawlyns, Joan",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Sato, Clayton Paul",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Scharf, Owen",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Stalker, Margaret K",Teaching Staff,87387,52,2020/2021,School districts
Surrey school district,"Tuey, Harriet M",Teaching Staff,87387,252,2020/2021,School districts
Surrey school district,"Vandevyvere, Colin Anson",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Wettig, Karen",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Willems, Elisabeth",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Yen, Sandra",Teaching Staff,87387,0,2020/2021,School districts
Surrey school district,"Campbell, Colin M.",Teaching Staff,87388,0,2020/2021,School districts
Surrey school district,"Gallvitz, Darren Theodore",Teaching Staff,87388,0,2020/2021,School districts
Surrey school district,"Hayward, Mary Barbara",Teaching Staff,87388,488,2020/2021,School districts
Surrey school district,"Konradova, Dana",Teaching Staff,87390,0,2020/2021,School districts
Surrey school district,"Lans, Judith Angela",Teaching Staff,87390,0,2020/2021,School districts
Surrey school district,"Gillies, Alana L.",Teaching Staff,87392,0,2020/2021,School districts
Surrey school district,"Mazzocato, Diana",Teaching Staff,87396,0,2020/2021,School districts
Surrey school district,"Payne, Stephanie",Teaching Staff,87397,0,2020/2021,School districts
Surrey school district,"Macpherson, Bruce D.",Teaching Staff,87398,0,2020/2021,School districts
Surrey school district,"Barron, Elizabeth",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Bogress, Sandra C.",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Ferguson, Jared Richard V.",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Fontana, Sharlene Anita",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Gill, Harinderjot Jodi",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Grgic, Diana",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Hiebert, Wesley",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Hummerston, Sarah Nichol",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Hutchins, Marian M.G.",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Lewis, Jeff David W.",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Manak, Gobind Kultar S.",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Mccallum, Kirstie",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Nociar, Dean M.",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Nociar, Laurie",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Pataky, Soiban",Teaching Staff,87399,532,2020/2021,School districts
Surrey school district,"Perry, Kimberly Ellen",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Reichhardt, Natasha Kellina Le",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Sahota, Kamaljit Kaur",Teaching Staff,87399,0,2020/2021,School districts
Surrey school district,"Florkowski, Kelly Janice",Teaching Staff,87400,0,2020/2021,School districts
Surrey school district,"Jeklin, Katharine Rose F.",Teaching Staff,87402,0,2020/2021,School districts
Surrey school district,"Liebermann, Andrew Nicholas",Teaching Staff,87404,0,2020/2021,School districts
Surrey school district,"Rodgers, Annie Tonia",Teaching Staff,87404,0,2020/2021,School districts
Surrey school district,"Smith, Gary Russell",Teaching Staff,87405,0,2020/2021,School districts
Surrey school district,"Dubland, Elysia Suzanna",Teaching Staff,87431,59,2020/2021,School districts
Surrey school district,"Lowry, Donna L",Teaching Staff,87432,0,2020/2021,School districts
Surrey school district,"Condrashoff, Lillian",Associated Professionals,87435,0,2020/2021,School districts
Surrey school district,"Minsky, Phyllis A.",Teaching Staff,87435,0,2020/2021,School districts
Surrey school district,"Vanderhoek, Sylvia Anne",Teaching Staff,87435,0,2020/2021,School districts
Surrey school district,"Jones, Laura E.",Teaching Staff,87447,0,2020/2021,School districts
Surrey school district,"Johnston, Amy Elizabeth",Teaching Staff,87448,0,2020/2021,School districts
Surrey school district,"Sam, Theresa Irene",Teaching Staff,87448,0,2020/2021,School districts
Surrey school district,"Mattu, Leela",Teaching Staff,87458,808,2020/2021,School districts
Surrey school district,"Baer, Lisa Ann",Teaching Staff,87483,488,2020/2021,School districts
Surrey school district,"Belton, Terrence Allan",Teaching Staff,87483,1044,2020/2021,School districts
Surrey school district,"Buhl, Helmut E.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Chomcy, Ellen K.J.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Duncan, Doris",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Fauchon, Pierre",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Hall, Judy L.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Johnson, David A.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"King, Darcy R",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Koop, Twyla J",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Longstaff, Kimberley Gaye",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Mcnichol, Paul R.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Melnyk, Ron D.",Teaching Staff,87483,1713,2020/2021,School districts
Surrey school district,"Moore, April",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Morin, Karen R.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Nunez, Elaine",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"O'Reilly, Mary",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Polant, Kathleen R.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Pylatuk, Allan S.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Randt, Rita M",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Raycroft, Maria",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Saad, Esteer",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Sherley, Catherine Anne",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Smith, Sharon Patricia",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Smitherman, L. Renee",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Stockli, Tamela Leah",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Wong, Gordon",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Younger, Wendy L.",Teaching Staff,87483,0,2020/2021,School districts
Surrey school district,"Malcolm, Janet E.",Teaching Staff,87491,0,2020/2021,School districts
Surrey school district,"Williams, Edna",Teaching Staff,87492,0,2020/2021,School districts
Surrey school district,"Keelan, Mark W.",Teaching Staff,87494,0,2020/2021,School districts
Surrey school district,"Minchinton, Randy",Teaching Staff,87494,0,2020/2021,School districts
Surrey school district,"Pearson, Fiona",Teaching Staff,87494,0,2020/2021,School districts
Surrey school district,"Allison, Graham M.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Andrews, Sharon A P",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Armstrong, Mark S.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Bell, Linda",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Brion, Edwin",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Cahen, Liane M",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Egan, Peter B.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Fett, Bonny Gloria A.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Frost, Linda Louise",Teaching Staff,87495,100,2020/2021,School districts
Surrey school district,"Gomes, Paul",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Ho, Janet",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Jones, Kenneth Elvin",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Langereis, Mary E.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Oliverio, Serafina",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Onions, Lynn Gwyneth",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Plante, Marjorie H.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Skjaveland, Deann A",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Turcotte, Tyrone",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Welch, Alfred J.",Teaching Staff,87495,0,2020/2021,School districts
Surrey school district,"Bhattal, Sukhjit Kaur",Teaching Staff,87498,0,2020/2021,School districts
Surrey school district,"Rai, Satwant Kaur",Teaching Staff,87498,0,2020/2021,School districts
Surrey school district,"Armstrong, Shona",Teaching Staff,87499,0,2020/2021,School districts
Surrey school district,"Erickson, Shellie",Teaching Staff,87499,0,2020/2021,School districts
Surrey school district,"Mills, David",Teaching Staff,87499,0,2020/2021,School districts
Surrey school district,"Padam, Ricki Narinder",Teaching Staff,87499,0,2020/2021,School districts
Surrey school district,"Sexton, Colin W.",Teaching Staff,87499,0,2020/2021,School districts
Surrey school district,"Stoller, Victoria L.",Teaching Staff,87499,0,2020/2021,School districts
Surrey school district,"Wright, Tracy L.",Teaching Staff,87505,0,2020/2021,School districts
Surrey school district,"Verma, Meredith",Excluded Staff(On Mun.Pension),87507,870,2020/2021,School districts
Surrey school district,"Cosentino, Elisabete Medeiros",Teaching Staff,87510,0,2020/2021,School districts
Surrey school district,"Gill, Amarinderjit Singh",Teaching Staff,87511,0,2020/2021,School districts
Surrey school district,"King, Jacqueline Anita",Teaching Staff,87511,0,2020/2021,School districts
Surrey school district,"Lepine, Laurie",Teaching Staff,87511,0,2020/2021,School districts
Surrey school district,"Panda, Amarjit",Teaching Staff,87511,0,2020/2021,School districts
Surrey school district,"Pilgrim, William E",Teaching Staff,87511,0,2020/2021,School districts
Surrey school district,"Filipovic, Suzana",Teaching Staff,87512,0,2020/2021,School districts
Surrey school district,"Cadinha, Janet Catherine",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Campbell, Lara B",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Colp, Sandra",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Croutch, Tracy Lynn",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Degianni, Julie",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Dhillon, Pritpal Kaur",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Gallant, Stephanie",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Grant, Brian R",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Hoffman, Caprice Trudy",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Huitink, Tanis",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Johal, Jatinder",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Keeley, Marie Hazel",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Krajnc, Gayle Elaine",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"La Roue, Marcia",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Lammers, Bonnie J.",Teaching Staff,87515,21,2020/2021,School districts
Surrey school district,"Lammers, Jeffrey John",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Legresley, Lisa E.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Lim, Lisa A",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Loveseth, Debra K.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Manak, Naresh Jawahar",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Pandher, Susan K.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Parker, Ron",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Quelch, Jennifer Rebecca",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Rutledge, Heidi",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Scott, Kathleen",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Sladek, Cindy MaryHelen",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Spencer, Geniene I.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Stovern Moloci, Patricia E.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Stubbings, Ryan R.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Sull, Kulwant K.",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Sutrin, Ana Maria",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Syms, Christine A",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Valli, Alberto",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Vosloh, Donna Lynn",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Yalpani, Yasmin",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Yushchak, Olha",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Zanatta, Todd E",Teaching Staff,87515,0,2020/2021,School districts
Surrey school district,"Besse, DebbieLynn",Teaching Staff,87516,0,2020/2021,School districts
Surrey school district,"Price, Leslie G.",Teaching Staff,87516,0,2020/2021,School districts
Surrey school district,"Takhar, Kamaljit K.",Teaching Staff,87516,0,2020/2021,School districts
Surrey school district,"Gill, Jaspal Kaur",Teaching Staff,87518,0,2020/2021,School districts
Surrey school district,"Macumber, Carrie L.",Teaching Staff,87518,0,2020/2021,School districts
Surrey school district,"Chalmers, Nancy P.",Teaching Staff,87519,0,2020/2021,School districts
Surrey school district,"Emnacen, Elise",Teaching Staff,87519,0,2020/2021,School districts
Surrey school district,"Ratzlaff, Lesley A.",Teaching Staff,87520,0,2020/2021,School districts
Surrey school district,"LewisWatts, Christa",Teaching Staff,87527,0,2020/2021,School districts
Surrey school district,"Alfawicki, Sue Joanne",Teaching Staff,87528,72,2020/2021,School districts
Surrey school district,"Aure, Tamara Justine",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Bolton, Ryan E.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Bottarel, Mia",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Bredenholler, Ferdinand",Teaching Staff,87528,1077,2020/2021,School districts
Surrey school district,"Chuback, Lynn",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Clowers, Tara Marie",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Curry, Kathy",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Cuthbert, Tracey",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Dann, Bruce Allan",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Davis, Laura Kathryn",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Dhillon, Manjit M.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"El Halabi, Louay Farid",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Fransen, Lana Erinne",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Glenister, Michael P",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Hittrich, Anna",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Horvat, Karin D.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Ingram, David J.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Jeberg, Ken",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Johnson, Camille L.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Johnson, Patricia L",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Jordt, Monique Yolande",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Kelly, Tara Leigh",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Kingsland, Lisa Allison",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Koh, Geraldine LiMing",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Krueger, Jonathan David",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Lee, James Michael",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Legge, Michael Christophe",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Mackenzie, Nicole",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Mackie, Stephen D.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Marrone, Rino Gennarino",Teaching Staff,87528,200,2020/2021,School districts
Surrey school district,"Martin, Chandra J.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Mayotte, Deanna Gwen",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Mccann, Lisa",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Mcgillivray, Melody Grietje",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Mcgrandle, Michelle",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Melenka, Lisa N.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Miller, Chandima Asanthi",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Moy, Michael J.",Teaching Staff,87528,24,2020/2021,School districts
Surrey school district,"Needham, Leanne",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Nunes, Dionne Lynn",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Nyberg, Steven G.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Oamen, Paula Lee",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Patton, Lauree Alice",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Pflanz, Natalie",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Pope, Glen James",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Powell, Jonathan David",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Raftery, Shannon L.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Rivas, Christophe",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Sarkozi, Sandra L.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Sawhney, Narinder Kaur",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Scaletta, Paulo Joseph",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Shortridge, Leanne Marie",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Sidhu, Jasbir",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Skalinski, Shawn R.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Somerton, Janine",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Steeves, Tracey",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"SybergOlsen, Jennifer Lynn",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Uppal, Kuljit",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Valente, Brent D",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Van Ieperen, ChristyLynn",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Van Santen, Chantal N.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Warner, Sherri D.",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Winkler, Denny Anthony",Teaching Staff,87528,0,2020/2021,School districts
Surrey school district,"Dyck, Peter Alex",Teaching Staff,87529,769,2020/2021,School districts
Surrey school district,"Zalameda, Orlando R.",Teaching Staff,87529,0,2020/2021,School districts
Surrey school district,"Biegel, Angeli Fay",Teaching Staff,87530,0,2020/2021,School districts
Surrey school district,"Doull, Jennifer Leigh",Teaching Staff,87530,0,2020/2021,School districts
Surrey school district,"Mangat, Palvinder Kaur",Teaching Staff,87530,0,2020/2021,School districts
Surrey school district,"Ring, Stacey Lyn",Teaching Staff,87530,0,2020/2021,School districts
Surrey school district,"Romas, Brent Joseph",Teaching Staff,87530,0,2020/2021,School districts
Surrey school district,"Gill, Harpreet K.",Teaching Staff,87531,0,2020/2021,School districts
Surrey school district,"Henderson, Murray",Teaching Staff,87531,0,2020/2021,School districts
Surrey school district,"Kim, Margaret",Teaching Staff,87531,0,2020/2021,School districts
Surrey school district,"Nelson, Chris K.",Teaching Staff,87531,0,2020/2021,School districts
Surrey school district,"Newman, Sean",Teaching Staff,87531,0,2020/2021,School districts
Surrey school district,"Stockdale, Kevin Walter",Teaching Staff,87531,0,2020/2021,School districts
Surrey school district,"GlennonYee, Keeley",Teaching Staff,87532,0,2020/2021,School districts
Surrey school district,"Marounek, Vladimir Mirek",Teaching Staff,87541,0,2020/2021,School districts
Surrey school district,"Bolton, Lilliana",Teaching Staff,87543,0,2020/2021,School districts
Surrey school district,"Hill, Kerri L.",Teaching Staff,87543,0,2020/2021,School districts
Surrey school district,"Hoskins, Michelle T.",Teaching Staff,87543,0,2020/2021,School districts
Surrey school district,"Metz, Brendan R.",Teaching Staff,87543,0,2020/2021,School districts
Surrey school district,"Sauder, Jamie Rene",Teaching Staff,87543,0,2020/2021,School districts
Surrey school district,"Atwal, Sarbjyot Singh",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Bal, Mandeep Singh",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"ClocherFlink, AnneLaure Gabr",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Crespo, Grace Irene F.",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Decman, Robert",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Frampton, Russell Patrick",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Hall, Wendy Marie",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Hepting, Tammie Lynn",Teaching Staff,87547,750,2020/2021,School districts
Surrey school district,"Johal, Geena Jagjeven",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Kang, Randip Kaur",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Koehn, Stephen Peter",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Kroeker, Ryan Gerald",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Leuterio, Laura Lee Joy",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Loyla, Mona",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Lu, YiWei Louie",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Mitchell, Allison C.R.",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Newcombe, Lori L.",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"PetersSingh, Angela C.",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Prokuda, Heather D.",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Sahota, Hermina Kaur",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Sahota, Renee Ravinder",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Schmidt, Amanda Brie",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Simmons, Shelley Katherine",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Teng, Cindy Hsaio Yen",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Young, Heather Maria Mark",Teaching Staff,87547,0,2020/2021,School districts
Surrey school district,"Byrne, Fiacre Conor",Teaching Staff,87548,0,2020/2021,School districts
Surrey school district,"Dhillon, Sumanpal Singh",Teaching Staff,87548,0,2020/2021,School districts
