Agency,Name,Position,Remuneration,Expenses,Year,Sector
City of Burnaby,"Robertson, Joseph",Fire Chief,164873,,2020,Government
City of Burnaby,"Robertson, Thomas",Firefighter,76396,,2020,Government
City of Burnaby,"Robertson, Wade",Fire Captain,133684,,2020,Government
City of Burnaby,"Robin, Randi",Librarian 1,79079,,2020,Government
City of Burnaby,"Robinson, Darcy",Senior Fire Captain,155821,,2020,Government
City of Burnaby,"Robinson, Nathan",Arboriculture Lead Hand,91899,"1,063",2020,Government
City of Burnaby,"Robinson, Zachary",Irrigation Systems Worker,76647,,2020,Government
City of Burnaby,"Rogers, Evan",Trades 2 Mechanic,83260,,2020,Government
City of Burnaby,"Rohrlack, Heather",Supervisor Design and Production,87019,,2020,Government
City of Burnaby,"Rojek, Rafael",Senior Buyer,75019,,2020,Government
City of Burnaby,"Rollier, Terry",Coordinator Parks Custodial Services,124745,,2020,Government
City of Burnaby,"Rope, Colby",Fire Lieutenant,122305,,2020,Government
City of Burnaby,"Roper, Mervin",Parking Patroller,79668,,2020,Government
City of Burnaby,"Rosas, Marilian",HR Advisor  Labour Relations,89116,"7,015",2020,Government
City of Burnaby,"Rose, Hughe",Firefighter,86340,,2020,Government
City of Burnaby,"Rosenlund, Tyler",Firefighter,115752,,2020,Government
City of Burnaby,"Ross, Clay",Trades 2 Carpenter,80561,,2020,Government
City of Burnaby,"Rossignol, Robert",Chief Training Officer,160735,396,2020,Government
City of Burnaby,"Rotella, Nico",Foreman 1 Waterworks,92993,104,2020,Government
City of Burnaby,"Rousseau, Simone",Manager Environmental Services,140143,904,2020,Government
City of Burnaby,"Rowley, Richard",Assistant Director Finance Rev Services,160869,"2,831",2020,Government
City of Burnaby,"Ruddell, Tracey",Business Analyst 2,95620,830,2020,Government
City of Burnaby,"Ruddy, Scott",Fire Captain,131460,,2020,Government
City of Burnaby,"Rushton, Paul",Fire Prevention Inspector,114165,79,2020,Government
City of Burnaby,"Saborio, Jon",Foreman 2 Parks Development,98497,,2020,Government
City of Burnaby,"Saini, Parm",Assistant Project Manager,97410,307,2020,Government
City of Burnaby,"Salas, Daniel",Building Inspector 2,81065,794,2020,Government
City of Burnaby,"Samra, Harpreet",Firefighter,109672,,2020,Government
City of Burnaby,"Samson, David",Deputy Fire Chief Operations,196205,799,2020,Government
City of Burnaby,"Sanderson, Allison",Recreation Complex Supervisor,121645,"1,619",2020,Government
City of Burnaby,"Sandher, Nadev",Truck Driver Solid Waste and Recycling,76183,,2020,Government
City of Burnaby,"Sarginson, Cody",Underground Services Lead Hand,85009,104,2020,Government
City of Burnaby,"Sarkar, Alok",Team Lead IT,118717,,2020,Government
City of Burnaby,"Sawada, Raymond",Firefighter,109024,,2020,Government
City of Burnaby,"Scales, Alan",Business Manager Solid Waste and Recycling,110627,158,2020,Government
City of Burnaby,"Schiller, Heidi",Assistant Director Public Service,125031,,2020,Government
City of Burnaby,"Schmidt, Erik",Manager Solid Waste and Recycling,151729,564,2020,Government
City of Burnaby,"Schnepper, Gary",Microcomputer Support Specialist 3,98513,,2020,Government
City of Burnaby,"Schuk, Carla",Planner 2,101204,156,2020,Government
City of Burnaby,"Schultz, Steve",Traffic Assistant,76393,,2020,Government
City of Burnaby,"Schumann, Johannes",Assistant Director Current Planning,168546,,2020,Government
City of Burnaby,"Scoble, Adam",Firefighter,115155,,2020,Government
City of Burnaby,"Scoten, Dorothy",Manager Business Process Change,146423,,2020,Government
City of Burnaby,"Scott, Lisa",Planner 1,95365,"1,450",2020,Government
City of Burnaby,"Scott, Mark",Firefighter,110096,,2020,Government
City of Burnaby,"Sedore, Steve",Foreperson 1 Grounds Maintenance,76020,,2020,Government
City of Burnaby,"Sekhon, Navi",Firefighter,106156,,2020,Government
City of Burnaby,"Sendjaya, Sharon",Engineer Project Management,86104,"2,778",2020,Government
City of Burnaby,"Senjack, Robert",Firefighter,109998,,2020,Government
City of Burnaby,"Serka, Anthony",Plumbing and Gas Inspector 1,87058,783,2020,Government
City of Burnaby,"Shackleton, Kevin",Equipment Operator 4B,97494,647,2020,Government
City of Burnaby,"Shaer, Tanner",Firefighter,76024,,2020,Government
City of Burnaby,"Shafizadeh, Parissa",Planner 1,96485,347,2020,Government
City of Burnaby,"Sham, Anho",Business Analyst 2,89755,,2020,Government
City of Burnaby,"Sharma, Kushal",Financial Analyst,91969,"1,407",2020,Government
City of Burnaby,"Sharma, Vivek",Business Analyst 3,118233,,2020,Government
City of Burnaby,"Shek, Patrick",Chief Building Inspector,192657,"1,609",2020,Government
City of Burnaby,"Shensky, Debra",HR Officer Library,83802,,2020,Government
City of Burnaby,"Sheridan, Renea",Quality Assurance Supervisor,82083,,2020,Government
City of Burnaby,"Shevchenko, Greg",Field Arborist,88932,311,2020,Government
City of Burnaby,"Shiels, Scot",Firefighter,93573,,2020,Government
City of Burnaby,"Shrimpton, Jeanette",Bylaw Enforcement Coordinator,76432,794,2020,Government
City of Burnaby,"Shum, Benny",Building Inspector 2,97538,794,2020,Government
City of Burnaby,"Sigurdson, Joy",Business Analyst 2,98420,,2020,Government
City of Burnaby,"Silvester, James",Staff Counsel,166219,"3,217",2020,Government
City of Burnaby,"Simpson, Andy",Foreman 2 Grounds Maintenance,101920,81,2020,Government
City of Burnaby,"Simson, Mark",Foreman 1 Roads and Drainage,106789,,2020,Government
City of Burnaby,"Singh, John",Trades Foreman 2 Facilities Management,110376,,2020,Government
City of Burnaby,"Sinha, Alekha",IT Testing Specialist,91972,,2020,Government
City of Burnaby,"Sipila, Eric",Supervisor Electrical Inspections,111250,180,2020,Government
City of Burnaby,"Skakum, Jim",Truck Driver Solid Waste and Recycling,79671,,2020,Government
City of Burnaby,"Skinner, Jeff",Firefighter,117856,,2020,Government
City of Burnaby,"Sloat, Mark",Planner 2,103373,,2020,Government
City of Burnaby,"Small, Iain",Traffic Signal Street Light Technician,96809,861,2020,Government
City of Burnaby,"Smith, Adam",Firefighter,108858,,2020,Government
City of Burnaby,"Smith, Bonnie",Reader RCMP,90762,,2020,Government
City of Burnaby,"Smith, Carol",Assistant Manager Budgets and Administration,101835,,2020,Government
City of Burnaby,"Smith, Craig",Firefighter,102522,,2020,Government
City of Burnaby,"Smith, Dylan",Firefighter,119283,,2020,Government
City of Burnaby,"Smyth, Brad",Firefighter,109300,,2020,Government
City of Burnaby,"Snyder, Howie",Recreation Centre Supervisor 2,80387,90,2020,Government
City of Burnaby,"So, Seline",Librarian 1,80481,,2020,Government
City of Burnaby,"Soares, Paul",Foreman 1 Sewers,98301,104,2020,Government
City of Burnaby,"Soltys, Matthew",Labourer 1,77263,,2020,Government
City of Burnaby,"Sorokovsky, Peter",Superintendent Golf Course Maintenance,133886,"1,524",2020,Government
City of Burnaby,"Spindler, Doug",Assistant Director Treasury Services,161122,"1,973",2020,Government
City of Burnaby,"Sporns, Rick",Assistant Manager Park Design and Development,108528,"1,214",2020,Government
City of Burnaby,"St. Jean, Michelle",Safety and Operations Coordinator,121847,498,2020,Government
City of Burnaby,"Stacey, Christopher",Superintendent Water,129817,499,2020,Government
City of Burnaby,"Stagliano, James",Trades 2 Gardener,80402,,2020,Government
City of Burnaby,"Stapelmann, Kevin",Fire Lieutenant,118794,,2020,Government
City of Burnaby,"Steen, Chase",Fire Lieutenant,125664,,2020,Government
City of Burnaby,"Steenkamp, Johan",Senior Engineer Project Management,129814,,2020,Government
City of Burnaby,"Stevenson, Niel",Fire Lieutenant,102553,,2020,Government
City of Burnaby,"Stewart, Isaiah",Firefighter,85866,,2020,Government
City of Burnaby,"Stroppa, Chris",Firefighter,102216,,2020,Government
City of Burnaby,"Stroup, Dean",Fire Captain,116228,,2020,Government
City of Burnaby,"Sullivan, Barry",Engineering Project Technologist,87381,,2020,Government
City of Burnaby,"Sultan, Rena",Manager Budgets and Administration,154806,613,2020,Government
City of Burnaby,"Summers, Gavin",Assistant Fire Chief,161172,,2020,Government
City of Burnaby,"Sundquist, Jon",Truck Driver Solid Waste and Recycling,77682,,2020,Government
City of Burnaby,"Swecera, Jeff",Firefighter,111528,,2020,Government
City of Burnaby,"Syed, Kamal",Business Analyst 2,100458,,2020,Government
City of Burnaby,"Tailor, Bindu",Manager Technology Education Process Documentation and Testing,149479,,2020,Government
City of Burnaby,"Tait, Chris",GIS Technician,87828,,2020,Government
City of Burnaby,"Tait, Elliott",Truck Driver Parks Lead Hand,80475,,2020,Government
City of Burnaby,"Talkkari, Perry",Chief Fire Prevention Officer,145698,79,2020,Government
City of Burnaby,"Tam, Annie",Business Analyst 2,98600,,2020,Government
City of Burnaby,"Tam, Joseph",Trades 2 Carpenter,82722,,2020,Government
City of Burnaby,"Tam, Ken",Network Architect 2,135726,,2020,Government
City of Burnaby,"Tam, Ruby",GIS Technician,93599,269,2020,Government
City of Burnaby,"Tamagi, Harold",Supervisor Plumbing and Gas Inspections,110034,783,2020,Government
City of Burnaby,"Tarling, Blair",Real Property Administrator,80816,617,2020,Government
City of Burnaby,"Taylor, Clayton",Trades Foreman 2,134153,,2020,Government
City of Burnaby,"Taylor, Grant",Planner 2,109508,,2020,Government
City of Burnaby,"Te, Zeralynne",Planner 3,122149,"2,965",2020,Government
City of Burnaby,"Tebbs, Shirley",Trades 2 Gardener,77950,,2020,Government
City of Burnaby,"Tebbutt, Michael",Firefighter,100750,,2020,Government
City of Burnaby,"Tegart, Robyn",Assistant Manager Purchasing,111840,267,2020,Government
City of Burnaby,"Tembhekar, Swapna",Team Lead IT,111957,,2020,Government
City of Burnaby,"Tenerelli, Michael",Firefighter,102988,,2020,Government
City of Burnaby,"Tennant, Pat",Director HR,196172,583,2020,Government
City of Burnaby,"Tessarolo, Renato",Plumbing and Gas Inspector 2,99333,783,2020,Government
City of Burnaby,"Teves, Kerry",Recreation Centre Supervisor 2,79557,,2020,Government
City of Burnaby,"Thompson, Niall",Firefighter,106502,,2020,Government
City of Burnaby,"To, Jeffrey",Property Valuator Negotiator 1,78823,"2,926",2020,Government
City of Burnaby,"Tobin, Tracey",Environmental Services Officer,92610,200,2020,Government
City of Burnaby,"Tonello, Jacquie",Property Use Coordinator,93930,,2020,Government
City of Burnaby,"Toussaint, Tchad",Truck Driver 3,84623,,2020,Government
City of Burnaby,"Tran, Johnny",Property Use Coordinator,89092,,2020,Government
City of Burnaby,"Tran, Michael",RCMP Computer Systems Specialist,80173,,2020,Government
City of Burnaby,"Tse, Wendy",Planner 3,111081,353,2020,Government
City of Burnaby,"Tsithriotis, Perry",Firefighter,114586,,2020,Government
City of Burnaby,"Tung, Parmjit",Truck Driver Parks Lead Hand,75843,,2020,Government
City of Burnaby,"Tuura, Nathan",Firefighter,89210,29,2020,Government
City of Burnaby,"Tuyttens, Deborah",Cultural Heritage Manager,114085,"1,447",2020,Government
City of Burnaby,"Tylor, Joe",Fire Prevention Inspector,96179,,2020,Government
City of Burnaby,"Udovicic, Nick",Firefighter,101207,,2020,Government
City of Burnaby,"Vaissade, Steven",Firefighter,107255,765,2020,Government
City of Burnaby,"Vall, Peter",Firefighter,94308,,2020,Government
City of Burnaby,"Van Der Geest, Mark",Firefighter,96287,,2020,Government
City of Burnaby,"Van Dolder, Richard",Superintendent Fleet and Equipment Services,105412,,2020,Government
City of Burnaby,"Van Driel, Tim",Acting Assistant Director Civic Bldg Projects,145949,562,2020,Government
City of Burnaby,"van Eijnsbergen, Ellen",Visual Arts Coordinator,88104,"1,874",2020,Government
City of Burnaby,"van Hemmen, Cameron",GIS Technician,75073,"3,833",2020,Government
City of Burnaby,"Van Hombeeck, Cyndy",Paralegal,80022,,2020,Government
City of Burnaby,"VanMartin, Catharine",Fire Captain,90146,"1,288",2020,Government
City of Burnaby,"Vanhinsberg, Neill",Librarian 1,78183,,2020,Government
City of Burnaby,"Vidic, Libby",Senior Engineer Project Management,117303,"4,249",2020,Government
City of Burnaby,"Viskovic, Frank",Trades 2 Plumber,79675,"1,132",2020,Government
City of Burnaby,"Volk, Greg",Firefighter,111898,,2020,Government
City of Burnaby,"Vracar, Nikolina",Administrative Officer 2  Clerk's Department,86161,"2,551",2020,Government
City of Burnaby,"Waine, Graeme",Arboricultural Foreman,93202,,2020,Government
City of Burnaby,"Waisman, Yail",Librarian 1,80115,351,2020,Government
City of Burnaby,"Wallace, Chris",Firefighter,105920,,2020,Government
City of Burnaby,"Wallace, Shari",Chief Information Officer,141906,,2020,Government
City of Burnaby,"Wallsmith, Darren",Fire Lieutenant,122590,,2020,Government
City of Burnaby,"Walton, Daniel",Fire Captain,147908,,2020,Government
City of Burnaby,"Wandrei, Bruce",Trades Foreman 1,84400,384,2020,Government
City of Burnaby,"Wang, George",Network Architect 1,96065,,2020,Government
City of Burnaby,"Wang, Joshua",Firefighter,104224,,2020,Government
City of Burnaby,"Wang, Karen",Computer Systems Specialist,92928,,2020,Government
City of Burnaby,"Ward, Ryan",Firefighter,108905,765,2020,Government
City of Burnaby,"Wassenaar, Matthijs",Firefighter,101808,,2020,Government
City of Burnaby,"Wasson, Ian",Planner 3,120808,,2020,Government
City of Burnaby,"Watts, Curt",Technical Supervisor Network Architecture,137700,,2020,Government
City of Burnaby,"Weholm, Ray",Trades 2 Machinist,80050,,2020,Government
City of Burnaby,"Weir, Braden",Firefighter,103818,,2020,Government
City of Burnaby,"Weir, Travis",Firefighter,109863,650,2020,Government
City of Burnaby,"Weismiller, Ron",Senior Operations Engineer Water & Sewer,128321,713,2020,Government
City of Burnaby,"Weiss, Logan",Firefighter,99292,,2020,Government
City of Burnaby,"Wells, Bryan",Irrigation Systems Worker,77579,,2020,Government
City of Burnaby,"Weloy, John",Safety and Security Officer,126751,,2020,Government
City of Burnaby,"Wensley, David",Fire Captain,134535,,2020,Government
City of Burnaby,"Wheeler, Garret",Firefighter,106388,,2020,Government
City of Burnaby,"Whitlock, Chris",Senior Engineer Project Management,125827,473,2020,Government
City of Burnaby,"Wicks, Ashley",Supervisor Employment Services,88457,,2020,Government
City of Burnaby,"Wiesner, John",Fire Lieutenant,119650,,2020,Government
City of Burnaby,"Willis, Karen",Manager Learning Services,127301,583,2020,Government
City of Burnaby,"Wilson, Heather",Fire Captain,134091,925,2020,Government
City of Burnaby,"Wilson, Michele",Admin Community Volunteer Resources,128442,297,2020,Government
City of Burnaby,"Wilson, Rob",Parks Plant Maintenance Analyst,85318,"4,875",2020,Government
City of Burnaby,"Wilson, Sean",Firefighter,121208,,2020,Government
City of Burnaby,"Wishnowsky, Sharon",Staff Solicitor,102057,534,2020,Government
City of Burnaby,"Wittal, Bryce",Firefighter,107023,,2020,Government
City of Burnaby,"Wodzynski, Maciek",Development Plan Technician,81391,,2020,Government
City of Burnaby,"Wolf, Jim",Planner 3,118017,,2020,Government
City of Burnaby,"Wolf, Kristian",Librarian 1,77111,,2020,Government
City of Burnaby,"Wolfe, Steven",Fire Captain,124752,,2020,Government
City of Burnaby,"Wong, Elaine",Executive Assistant Mayor's Office,101771,,2020,Government
City of Burnaby,"Wong, Jason",Business Analyst 2,85610,378,2020,Government
City of Burnaby,"Wong, Jennifer",Staff Solicitor,160755,"3,879",2020,Government
City of Burnaby,"Wong, Kimberley","Senior Operations Engineering Roads, Drainage and Asset Management",130129,"1,077",2020,Government
City of Burnaby,"Wong, Larry",Senior Analyst Asset Project,108990,"1,728",2020,Government
City of Burnaby,"Wong, Vincent",Environmental Services Officer,110729,,2020,Government
City of Burnaby,"Wood, Monica",Recreation Centre Supervisor 2,76084,,2020,Government
City of Burnaby,"Wren, Chad",Firefighter,103444,,2020,Government
City of Burnaby,"Wren, Spencer",Facilities Management Coordinator,84026,,2020,Government
City of Burnaby,"Wren, Stephanie",IT Training Analyst,78979,,2020,Government
City of Burnaby,"Wu, Grace",Financial Analyst,76811,"2,214",2020,Government
City of Burnaby,"Wu, Jerry",Business Analyst 2,94638,,2020,Government
City of Burnaby,"Wu, Jing Jing",IT Testing Specialist,90430,,2020,Government
City of Burnaby,"Wynes, Kristine",Firefighter,107749,,2020,Government
City of Burnaby,"Yajjala, John",Business Analyst 3,109106,,2020,Government
City of Burnaby,"Yan, Benjamin",Plan Checker 2,76127,794,2020,Government
City of Burnaby,"Yan, Simon",Firefighter,108556,,2020,Government
City of Burnaby,"Yang, YanYan",Property Valuator Negotiator 1,85474,"2,286",2020,Government
City of Burnaby,"Yao, Andrew",Planning Analyst,81560,"3,295",2020,Government
City of Burnaby,"Yasaka, David",Trades 2 Gardener,85109,,2020,Government
City of Burnaby,"Yee, Geoff",Firefighter,105861,,2020,Government
City of Burnaby,"Young, Gregory",Assistant Fire Chief,168998,,2020,Government
City of Burnaby,"Young, Ryan",Firefighter,114742,,2020,Government
City of Burnaby,"Younger, Caitlyn",Firefighter,92077,,2020,Government
City of Burnaby,"Younger, David",Assistant Fire Chief,152347,,2020,Government
City of Burnaby,"Yuen, Irene",Senior Building Technologist,107691,794,2020,Government
City of Burnaby,"Yuen, Mike",Team Lead IT,123085,,2020,Government
City of Burnaby,"Yung, Joel",Senior Survey Technologist,94950,533,2020,Government
City of Burnaby,"Zanotto, Chiara",Firefighter,75133,450,2020,Government
City of Burnaby,"Zanotto, Luca",Apprentice Mechanic,76445,"1,279",2020,Government
City of Burnaby,"Zarud, Olena",IT Testing Specialist,92306,,2020,Government
City of Burnaby,"Zech, Bill",GIS Technician,82175,,2020,Government
City of Burnaby,"Zeinabova, Blanka",City Clerk,126198,280,2020,Government
City of Burnaby,"Zenarosa, Richard",Business Analyst 2,103800,,2020,Government
City of Burnaby,"Zhang, Willie",Capital Asset Analyst,85058,,2020,Government
City of Chilliwack,"Kloot, Chris",Councillor,45525,1485,2020,Government
City of Chilliwack,"Knott, Susan",Councillor,45525,1245,2020,Government
City of Chilliwack,"Lum, Jason",Councillor,45920,1976,2020,Government
City of Chilliwack,"Mercer, Bud",Councillor,45525,1903,2020,Government
City of Chilliwack,"Shields, Jeff",Councillor,45525,1636,2020,Government
City of Chilliwack,"Westeringh, Harv",Councillor,45525,1485,2020,Government
City of Chilliwack,"Popove, Ken",Mayor,123227,2533,2020,Government
City of Chilliwack,"Alsip, Patricia",,80639,59,2020,Government
City of Chilliwack,"Andersen, Luke",,78346,1530,2020,Government
City of Chilliwack,"Andre, Dieter",,126882,2829,2020,Government
City of Chilliwack,"Ashworth, Jack",,86444,1278,2020,Government
City of Chilliwack,"Axelson, Lisa",,127671,187,2020,Government
City of Chilliwack,"Basten, Peter",,105000,0,2020,Government
City of Chilliwack,"Bera, James",,80804,678,2020,Government
City of Chilliwack,"Berghauser, Craig",,81137,257,2020,Government
City of Chilliwack,"Binning, Shantel",,103679,385,2020,Government
City of Chilliwack,"Blain, David",,208122,2169,2020,Government
City of Chilliwack,"Blanchard, Craig",,98354,523,2020,Government
City of Chilliwack,"Bodholdt, Kenneth",,113212,931,2020,Government
City of Chilliwack,"Boule, Rod E.",,81073,0,2020,Government
City of Chilliwack,"Bourdon, Michael",,143898,1041,2020,Government
City of Chilliwack,"Boyes, Gary",,111701,1413,2020,Government
City of Chilliwack,"Brass, John",,92345,1161,2020,Government
City of Chilliwack,"Brass, Kevin",,94589,523,2020,Government
City of Chilliwack,"Brown, Andrew",,142947,4933,2020,Government
City of Chilliwack,"Bryant, Michael",,90260,0,2020,Government
City of Chilliwack,"Burke, Jody",,86283,1215,2020,Government
City of Chilliwack,"Burke, Shawn",,97856,29,2020,Government
City of Chilliwack,"Burt, James",,128451,845,2020,Government
City of Chilliwack,"Carruthers, Cory",,113203,0,2020,Government
City of Chilliwack,"Chapman, Daniel",,77299,198,2020,Government
City of Chilliwack,"Chapple, Alasdair",,77481,772,2020,Government
City of Chilliwack,"Clarke, James",,135343,614,2020,Government
City of Chilliwack,"Clayton, Derek",,110726,0,2020,Government
City of Chilliwack,"Cookson, Jeff",,104567,48,2020,Government
City of Chilliwack,"Corbett, Keith",,137404,0,2020,Government
City of Chilliwack,"Crosman, Chris",,228170,1294,2020,Government
City of Chilliwack,"Cuff, Dylan",,76333,392,2020,Government
City of Chilliwack,"Davidson, A. Bruce",,75347,697,2020,Government
City of Chilliwack,"Davies, Eric",,125888,53,2020,Government
City of Chilliwack,"Delaire, Raymond V",,99895,1222,2020,Government
City of Chilliwack,"Dirks, Eric",,112503,420,2020,Government
City of Chilliwack,"Dixon, Dave",,79015,14,2020,Government
City of Chilliwack,"Donaldson, Jacob",,76153,705,2020,Government
City of Chilliwack,"Dudley, Ty",,92033,186,2020,Government
City of Chilliwack,"Dudzik, Clark",,86655,227,2020,Government
City of Chilliwack,"Dumitru, Alexander",,76290,0,2020,Government
City of Chilliwack,"Dyck, Eric",,181986,0,2020,Government
City of Chilliwack,"Dyck, Kevin",,92389,771,2020,Government
City of Chilliwack,"Eeg, Trevor",,98803,1093,2020,Government
City of Chilliwack,"Fortin, Richard",,106441,1234,2020,Government
City of Chilliwack,"Friesen, Tara",,148018,2635,2020,Government
City of Chilliwack,"Fuchs, Sarah",,102404,0,2020,Government
City of Chilliwack,"Funk, Scott",,113644,1042,2020,Government
City of Chilliwack,"Galley, Jeffrey",,91949,1385,2020,Government
City of Chilliwack,"Geddert, Kevin",,135061,2276,2020,Government
City of Chilliwack,"Giesler, Jeffery",,85321,630,2020,Government
City of Chilliwack,"Goertzen, Robert",,104848,700,2020,Government
City of Chilliwack,"Gooch, Blake",,105164,58,2020,Government
City of Chilliwack,"Goodyear, Matthew",,80632,540,2020,Government
City of Chilliwack,"Grange, Brandon",,75815,50,2020,Government
City of Chilliwack,"Hamilton, Sandy",,132064,992,2020,Government
City of Chilliwack,"Hampson, Chad",,99456,805,2020,Government
City of Chilliwack,"Henderson, Randy",,106474,38,2020,Government
City of Chilliwack,"Hipwell, Ryan",,93510,805,2020,Government
City of Chilliwack,"Hirschman, Jennifer",,123363,3206,2020,Government
City of Chilliwack,"Isabella, Sharel",,90740,960,2020,Government
City of Chilliwack,"Janzen, Adam",,81918,0,2020,Government
City of Chilliwack,"Jefford, Kara",,143129,771,2020,Government
City of Chilliwack,"Jersak, Tyler",,104462,0,2020,Government
City of Chilliwack,"Johnson, Benjamin",,85551,5,2020,Government
City of Chilliwack,"Johnson, Nicklaus",,81522,973,2020,Government
City of Chilliwack,"Jones, Sarah",,96616,1186,2020,Government
City of Chilliwack,"Josephson, Ian",,176644,3579,2020,Government
City of Chilliwack,"Kirkpatrick, Trevor",,130313,0,2020,Government
City of Chilliwack,"Kirkwood, Lanny",,79472,868,2020,Government
City of Chilliwack,"Klassen, Kody",,105269,2065,2020,Government
City of Chilliwack,"Knight, Michael",,79037,1423,2020,Government
City of Chilliwack,"Koczkur, Joseph",,154492,1077,2020,Government
City of Chilliwack,"Kooistra, Jennifer",,166601,2865,2020,Government
City of Chilliwack,"Kreitner, Leigh",,112335,0,2020,Government
City of Chilliwack,"Kurtz, Brendan",,130964,2232,2020,Government
City of Chilliwack,"Lagemaat, Everett",,103801,14,2020,Government
City of Chilliwack,"Lamont, Trevor",,79961,180,2020,Government
City of Chilliwack,"Leary, Erin",,98483,63,2020,Government
City of Chilliwack,"Leggatt, Jamie",,123551,1640,2020,Government
City of Chilliwack,"Leidekker, Erik",,175203,2395,2020,Government
City of Chilliwack,"Lindhout, Darrell",,97497,2247,2020,Government
City of Chilliwack,"Lock, Douglas",,123503,3253,2020,Government
City of Chilliwack,"Loewen, Benjamin",,127700,947,2020,Government
City of Chilliwack,"Lucas, Alan",,124576,583,2020,Government
City of Chilliwack,"MacPherson, Glen",,232884,2615,2020,Government
City of Chilliwack,"Marleau, Carolyn",,131157,690,2020,Government
City of Chilliwack,"Marleau, Lyle",,86550,316,2020,Government
City of Chilliwack,"Mastin, Tim",,81278,34,2020,Government
City of Chilliwack,"McConnell, Sean",,103241,1085,2020,Government
City of Chilliwack,"McDiarmid, Colette",,82531,771,2020,Government
City of Chilliwack,"McKendry, Shane",,79983,483,2020,Government
City of Chilliwack,"McLaughlin, Miranda",,78040,3472,2020,Government
City of Chilliwack,"Meakin, Kristopher",,101366,6605,2020,Government
City of Chilliwack,"Meeres, Wade",,126854,1141,2020,Government
City of Chilliwack,"Mercer, Morgan",,103353,0,2020,Government
City of Chilliwack,"Metcalfe, Grant",,94005,605,2020,Government
City of Chilliwack,"Midnight, Michael",,112760,28,2020,Government
City of Chilliwack,"Monteith, Peter",,294380,848,2020,Government
City of Chilliwack,"Morgan, Jacqueline",,109778,436,2020,Government
City of Chilliwack,"Moseanko, S. Wayne",,119160,785,2020,Government
City of Chilliwack,"Mulligan, Ryan",,197174,590,2020,Government
City of Chilliwack,"Naiduwa Wadu, Chandrawansa",,134308,1992,2020,Government
City of Chilliwack,"Nesbitt, Jacob",,106172,4649,2020,Government
City of Chilliwack,"Nestor, R. Mitchell",,86410,1527,2020,Government
City of Chilliwack,"Nicholson, Stephen",,76258,717,2020,Government
City of Chilliwack,"Palaniuk, Gary",,99360,859,2020,Government
City of Chilliwack,"Parsons, David",,134108,249,2020,Government
City of Chilliwack,"Pekrul, Robert",,98485,758,2020,Government
City of Chilliwack,"Penner, Anthony",,91104,3272,2020,Government
City of Chilliwack,"Peters, Kevin",,78402,1731,2020,Government
City of Chilliwack,"Peters, Madelaine",,81232,149,2020,Government
City of Chilliwack,"Peters, Matt",,109294,69,2020,Government
City of Chilliwack,"Philbrook, Gordon Cole",,103286,14,2020,Government
City of Chilliwack,"Pilling, Drew",,81074,6960,2020,Government
City of Chilliwack,"Piper, Samantha",,75956,2323,2020,Government
City of Chilliwack,"Pluhowy, Chris",,108916,1708,2020,Government
City of Chilliwack,"Pollard, Kevin",,95570,1021,2020,Government
City of Chilliwack,"Pritchard, Shawn",,87076,198,2020,Government
City of Chilliwack,"Rankin, Elizabeth",,84964,1540,2020,Government
City of Chilliwack,"Rankin, Martin",,81001,1767,2020,Government
City of Chilliwack,"Reimer, Riley",,103404,791,2020,Government
City of Chilliwack,"Robillard, Jason",,90291,0,2020,Government
City of Chilliwack,"Rodgers, Jamison",,89424,1511,2020,Government
City of Chilliwack,"Savard, Glen",,190434,1226,2020,Government
City of Chilliwack,"Sawer, David",,108358,0,2020,Government
City of Chilliwack,"Schaeffer, Cory",,104215,48,2020,Government
City of Chilliwack,"Schipper, Garrett",,149534,3132,2020,Government
City of Chilliwack,"Schulz, Eric",,114247,491,2020,Government
City of Chilliwack,"Sephton, Devon",,109927,1308,2020,Government
City of Chilliwack,"Sikora, Michael",,114456,3426,2020,Government
City of Chilliwack,"Sole, Marc",,82693,2637,2020,Government
City of Chilliwack,"Standen, Kevin",,76241,768,2020,Government
City of Chilliwack,"Stanton, Karen",,146389,1865,2020,Government
City of Chilliwack,"Stoochnoff, Zoya",,85037,66,2020,Government
City of Chilliwack,"Thompson, Greg",,91092,0,2020,Government
City of Chilliwack,"Thoreson, Stacy",,84306,63,2020,Government
City of Chilliwack,"Toop, Craig",,79070,406,2020,Government
City of Chilliwack,"Tough, Jenny",,142358,567,2020,Government
City of Chilliwack,"Trout, Ross",,119381,0,2020,Government
City of Chilliwack,"Vallely, Philip",,81351,30,2020,Government
City of Chilliwack,"Van Der Torre, Clinton",,94810,741,2020,Government
City of Chilliwack,"Vegh, Heather",,123617,1357,2020,Government
City of Chilliwack,"Verhoeven, Helena",,86420,150,2020,Government
City of Chilliwack,"Villeneuve, Gillian",,141750,231,2020,Government
City of Chilliwack,"Wall, Lindsay",,118322,3887,2020,Government
City of Chilliwack,"Wallace, David",,85870,0,2020,Government
City of Chilliwack,"Weight, Erica",,99986,0,2020,Government
City of Chilliwack,"Weston, Caitlin",,103245,1935,2020,Government
City of Chilliwack,"White, Glen",,143679,380,2020,Government
City of Chilliwack,"Wickham, Craig",,97936,555,2020,Government
City of Chilliwack,"Wiebe, Liana",,89611,2574,2020,Government
City of Chilliwack,"Wilkinson, Matthew",,81616,14,2020,Government
City of Chilliwack,"Williams, Chris",,81164,1335,2020,Government
